ID,Market_and_Exchange_Names,Report_Date_as_YYYY_MM_DD,YYYY Report Week WW,CONTRACT_MARKET_NAME,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Commodity Name,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,COMMODITY_NAME,COMMODITY_SUBGROUP_NAME,COMMODITY_GROUP_NAME,FutOnly_or_Combined
110628067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",06/28/2011 12:00:00 AM,2011 Report Week 26,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,458820,55570,18797,92533,283114,325140,431217,436470,27603,22350,458820,55570,18797,92533,283114,325140,431217,436470,27603,22350,0,0,0,0,0,0,0,0,0,0,11204,-510,2509,4190,10408,6688,14088,13387,-2884,-2183,100,12.1,4.1,20.2,61.7,70.9,94,95.1,6,4.9,100,12.1,4.1,20.2,61.7,70.9,94,95.1,6,4.9,100,0,0,0,0,0,0,0,0,0,136,43,16,47,68,64,128,116,136,43,16,47,68,64,128,116,0,0,0,0,0,0,0,0,17.3,15.8,29.8,27.9,7.6,11,14,18.2,17.3,15.8,29.8,27.9,7.6,11,14,18.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110621067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",06/21/2011 12:00:00 AM,2011 Report Week 25,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,447616,56080,16288,88343,272706,318452,417129,423083,30487,24533,447616,56080,16288,88343,272706,318452,417129,423083,30487,24533,0,0,0,0,0,0,0,0,0,0,-35842,-9108,1598,-10863,-14684,-27109,-34655,-36374,-1187,532,100,12.5,3.6,19.7,60.9,71.1,93.2,94.5,6.8,5.5,100,12.5,3.6,19.7,60.9,71.1,93.2,94.5,6.8,5.5,100,0,0,0,0,0,0,0,0,0,134,42,16,44,70,64,129,111,134,42,16,44,70,64,129,111,0,0,0,0,0,0,0,0,17,15.9,28.6,27.5,7.1,10.9,12.8,18.5,17,15.9,28.6,27.5,7.1,10.9,12.8,18.5,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110614067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",06/14/2011 12:00:00 AM,2011 Report Week 24,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,483458,65188,14690,99206,287390,345561,451784,459457,31674,24001,483458,65188,14690,99206,287390,345561,451784,459457,31674,24001,0,0,0,0,0,0,0,0,0,0,15921,5241,-6828,12864,2679,13976,20784,20012,-4863,-4091,100,13.5,3,20.5,59.4,71.5,93.4,95,6.6,5,100,13.5,3,20.5,59.4,71.5,93.4,95,6.6,5,100,0,0,0,0,0,0,0,0,0,144,48,16,50,70,66,136,120,144,48,16,50,70,66,136,120,0,0,0,0,0,0,0,0,15.6,14.9,26.9,27.3,6.5,9.7,11.2,15.8,15.6,14.9,26.9,27.3,6.5,9.7,11.2,15.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110607067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",06/07/2011 12:00:00 AM,2011 Report Week 23,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,467537,59947,21518,86342,284711,331585,431000,439445,36537,28092,467537,59947,21518,86342,284711,331585,431000,439445,36537,28092,0,0,0,0,0,0,0,0,0,0,6928,-4916,12867,-2311,5674,-10210,-1553,346,8481,6582,100,12.8,4.6,18.5,60.9,70.9,92.2,94,7.8,6,100,12.8,4.6,18.5,60.9,70.9,92.2,94,7.8,6,100,0,0,0,0,0,0,0,0,0,134,38,17,45,70,66,127,114,134,38,17,45,70,66,127,114,0,0,0,0,0,0,0,0,16.3,14.7,28.1,26.3,6.5,9.3,12.1,15.9,16.3,14.7,28.1,26.3,6.5,9.3,12.1,15.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110531067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",05/31/2011 12:00:00 AM,2011 Report Week 22,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,460609,64863,8651,88653,279037,341795,432553,439099,28056,21510,460609,64863,8651,88653,279037,341795,432553,439099,28056,21510,0,0,0,0,0,0,0,0,0,0,1977,6403,-2877,-876,-6301,5510,-774,1757,2751,220,100,14.1,1.9,19.2,60.6,74.2,93.9,95.3,6.1,4.7,100,14.1,1.9,19.2,60.6,74.2,93.9,95.3,6.1,4.7,100,0,0,0,0,0,0,0,0,0,133,42,12,46,68,64,127,111,133,42,12,46,68,64,127,111,0,0,0,0,0,0,0,0,16.5,15.8,28.4,28.5,6.8,10.4,12.5,17.3,16.5,15.8,28.4,28.5,6.8,10.4,12.5,17.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110524067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",05/24/2011 12:00:00 AM,2011 Report Week 21,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,458632,58460,11528,89529,285338,336285,433327,437342,25305,21290,458632,58460,11528,89529,285338,336285,433327,437342,25305,21290,0,0,0,0,0,0,0,0,0,0,-37120,3788,-7340,-7977,-29592,-23439,-33781,-38756,-3339,1636,100,12.7,2.5,19.5,62.2,73.3,94.5,95.4,5.5,4.6,100,12.7,2.5,19.5,62.2,73.3,94.5,95.4,5.5,4.6,100,0,0,0,0,0,0,0,0,0,128,39,16,45,62,62,118,110,128,39,16,45,62,62,118,110,0,0,0,0,0,0,0,0,17.9,16,30.6,28,8,10.7,14.1,17.6,17.9,16,30.6,28,8,10.7,14.1,17.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110517067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",05/17/2011 12:00:00 AM,2011 Report Week 20,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,495752,54672,18868,97506,314930,359724,467108,476098,28644,19654,495752,54672,18868,97506,314930,359724,467108,476098,28644,19654,0,0,0,0,0,0,0,0,0,0,-23460,-510,-4694,-11769,-7618,936,-19897,-15527,-3563,-7933,100,11,3.8,19.7,63.5,72.6,94.2,96,5.8,4,100,11,3.8,19.7,63.5,72.6,94.2,96,5.8,4,100,0,0,0,0,0,0,0,0,0,132,37,20,48,65,63,124,113,132,37,20,48,65,63,124,113,0,0,0,0,0,0,0,0,19.9,14.9,32.3,26.5,8.6,9.2,14.5,15.3,19.9,14.9,32.3,26.5,8.6,9.2,14.5,15.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110510067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",05/10/2011 12:00:00 AM,2011 Report Week 19,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,519212,55182,23562,109275,322548,358788,487005,491625,32207,27587,519212,55182,23562,109275,322548,358788,487005,491625,32207,27587,0,0,0,0,0,0,0,0,0,0,-4676,-2072,7410,-2394,-8059,-20821,-12525,-15805,7849,11129,100,10.6,4.5,21,62.1,69.1,93.8,94.7,6.2,5.3,100,10.6,4.5,21,62.1,69.1,93.8,94.7,6.2,5.3,100,0,0,0,0,0,0,0,0,0,138,38,22,53,64,63,130,117,138,38,22,53,64,63,130,117,0,0,0,0,0,0,0,0,19.6,14.9,31.6,25.9,9.8,9,14.7,14.8,19.6,14.9,31.6,25.9,9.8,9,14.7,14.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110503067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",05/03/2011 12:00:00 AM,2011 Report Week 18,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,523888,57254,16152,111669,330607,379609,499530,507430,24358,16458,523888,57254,16152,111669,330607,379609,499530,507430,24358,16458,0,0,0,0,0,0,0,0,0,0,7783,-2041,941,3629,5255,4257,6843,8827,940,-1044,100,10.9,3.1,21.3,63.1,72.5,95.4,96.9,4.6,3.1,100,10.9,3.1,21.3,63.1,72.5,95.4,96.9,4.6,3.1,100,0,0,0,0,0,0,0,0,0,138,37,25,48,67,67,129,117,138,37,25,48,67,67,129,117,0,0,0,0,0,0,0,0,19.9,15.6,32.6,28,9,9.4,14,15.2,19.9,15.6,32.6,28,9,9.4,14,15.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110426067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",04/26/2011 12:00:00 AM,2011 Report Week 17,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,516105,59295,15211,108040,325352,375352,492687,498603,23418,17502,516105,59295,15211,108040,325352,375352,492687,498603,23418,17502,0,0,0,0,0,0,0,0,0,0,-715,-3763,104,268,6267,-404,2772,-32,-3487,-683,100,11.5,2.9,20.9,63,72.7,95.5,96.6,4.5,3.4,100,11.5,2.9,20.9,63,72.7,95.5,96.6,4.5,3.4,100,0,0,0,0,0,0,0,0,0,138,40,20,50,67,63,132,114,138,40,20,50,67,63,132,114,0,0,0,0,0,0,0,0,20.8,15.7,33.1,29.7,9.4,9.6,14.6,15.7,20.8,15.7,33.1,29.7,9.4,9.6,14.6,15.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110419067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",04/19/2011 12:00:00 AM,2011 Report Week 16,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,516820,63058,15107,107772,319085,375756,489915,498635,26905,18185,516820,63058,15107,107772,319085,375756,489915,498635,26905,18185,0,0,0,0,0,0,0,0,0,0,-51478,7640,-5798,-21663,-36151,-18044,-50174,-45505,-1304,-5973,100,12.2,2.9,20.9,61.7,72.7,94.8,96.5,5.2,3.5,100,12.2,2.9,20.9,61.7,72.7,94.8,96.5,5.2,3.5,100,0,0,0,0,0,0,0,0,0,136,39,20,46,67,64,129,111,136,39,20,46,67,64,129,111,0,0,0,0,0,0,0,0,21.2,16.2,33.2,30,9.6,10.2,14.7,16.6,21.2,16.2,33.2,30,9.6,10.2,14.7,16.6,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110412067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",04/12/2011 12:00:00 AM,2011 Report Week 15,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,568298,55418,20905,129435,355236,393800,540089,544140,28209,24158,568298,55418,20905,129435,355236,393800,540089,544140,28209,24158,0,0,0,0,0,0,0,0,0,0,8100,-1546,-420,15024,-7026,-5750,6452,8854,1648,-754,100,9.8,3.7,22.8,62.5,69.3,95,95.7,5,4.3,100,9.8,3.7,22.8,62.5,69.3,95,95.7,5,4.3,100,0,0,0,0,0,0,0,0,0,138,38,21,49,69,65,133,115,138,38,21,49,69,65,133,115,0,0,0,0,0,0,0,0,21.5,15.7,33.7,28.7,8.9,9.7,13.8,15.8,21.5,15.7,33.7,28.7,8.9,9.7,13.8,15.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110405067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",04/05/2011 12:00:00 AM,2011 Report Week 14,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,560198,56964,21325,114411,362262,399550,533637,535286,26561,24912,560198,56964,21325,114411,362262,399550,533637,535286,26561,24912,0,0,0,0,0,0,0,0,0,0,27276,5960,-207,10631,9547,11155,26138,21579,1138,5697,100,10.2,3.8,20.4,64.7,71.3,95.3,95.6,4.7,4.4,100,10.2,3.8,20.4,64.7,71.3,95.3,95.6,4.7,4.4,100,0,0,0,0,0,0,0,0,0,139,38,20,50,67,68,131,119,139,38,20,50,67,68,131,119,0,0,0,0,0,0,0,0,23.3,16.6,35,29.6,11.6,10.9,17.2,17,23.3,16.6,35,29.6,11.6,10.9,17.2,17,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110329067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",03/29/2011 12:00:00 AM,2011 Report Week 13,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,532922,51004,21532,103780,352715,388395,507499,513707,25423,19215,532922,51004,21532,103780,352715,388395,507499,513707,25423,19215,0,0,0,0,0,0,0,0,0,0,11412,963,-1890,6032,4477,9501,11472,13643,-60,-2231,100,9.6,4,19.5,66.2,72.9,95.2,96.4,4.8,3.6,100,9.6,4,19.5,66.2,72.9,95.2,96.4,4.8,3.6,100,0,0,0,0,0,0,0,0,0,132,33,25,48,62,63,122,113,132,33,25,48,62,63,122,113,0,0,0,0,0,0,0,0,23.8,16.3,35,28.7,12.2,10.9,17.3,17,23.8,16.3,35,28.7,12.2,10.9,17.3,17,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110322067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",03/22/2011 12:00:00 AM,2011 Report Week 12,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,521510,50041,23422,97748,348238,378894,496027,500064,25483,21446,521510,50041,23422,97748,348238,378894,496027,500064,25483,21446,0,0,0,0,0,0,0,0,0,0,-32516,-6423,-1577,-10282,-17500,-18114,-34205,-29973,1689,-2543,100,9.6,4.5,18.7,66.8,72.7,95.1,95.9,4.9,4.1,100,9.6,4.5,18.7,66.8,72.7,95.1,95.9,4.9,4.1,100,0,0,0,0,0,0,0,0,0,129,33,23,46,61,61,119,109,129,33,23,46,61,61,119,109,0,0,0,0,0,0,0,0,24.4,16.8,36.1,29.8,12.1,9.9,17.3,16.8,24.4,16.8,36.1,29.8,12.1,9.9,17.3,16.8,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110315067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",03/15/2011 12:00:00 AM,2011 Report Week 11,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,554026,56464,24999,108030,365738,397008,530232,530037,23794,23989,554026,56464,24999,108030,365738,397008,530232,530037,23794,23989,0,0,0,0,0,0,0,0,0,0,-4765,3373,-6182,-3220,-9333,-146,-9180,-9548,4415,4783,100,10.2,4.5,19.5,66,71.7,95.7,95.7,4.3,4.3,100,10.2,4.5,19.5,66,71.7,95.7,95.7,4.3,4.3,100,0,0,0,0,0,0,0,0,0,127,33,23,46,61,64,119,111,127,33,23,46,61,64,119,111,0,0,0,0,0,0,0,0,22.2,16.3,34.6,29.7,10.7,9.4,16.1,16.1,22.2,16.3,34.6,29.7,10.7,9.4,16.1,16.1,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110308067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",03/08/2011 12:00:00 AM,2011 Report Week 10,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,558791,53091,31181,111250,375071,397154,539412,539585,19379,19206,558791,53091,31181,111250,375071,397154,539412,539585,19379,19206,0,0,0,0,0,0,0,0,0,0,-21049,-2758,3185,-2470,-7869,-17780,-13097,-17065,-7952,-3984,100,9.5,5.6,19.9,67.1,71.1,96.5,96.6,3.5,3.4,100,9.5,5.6,19.9,67.1,71.1,96.5,96.6,3.5,3.4,100,0,0,0,0,0,0,0,0,0,134,34,26,49,63,67,123,120,134,34,26,49,63,67,123,120,0,0,0,0,0,0,0,0,23,15.1,36.5,28.9,10.3,9.8,15.3,15.7,23,15.1,36.5,28.9,10.3,9.8,15.3,15.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110301067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",03/01/2011 12:00:00 AM,2011 Report Week 09,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,579840,55849,27996,113720,382940,414934,552509,556650,27331,23190,579840,55849,27996,113720,382940,414934,552509,556650,27331,23190,0,0,0,0,0,0,0,0,0,0,8585,428,5103,495,2493,-2990,3416,2608,5169,5977,100,9.6,4.8,19.6,66,71.6,95.3,96,4.7,4,100,9.6,4.8,19.6,66,71.6,95.3,96,4.7,4,100,0,0,0,0,0,0,0,0,0,137,33,27,51,66,68,130,121,137,33,27,51,66,68,130,121,0,0,0,0,0,0,0,0,22.8,17.4,35.3,30.3,10.8,10.4,15.6,16.9,22.8,17.4,35.3,30.3,10.8,10.4,15.6,16.9,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110222067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",02/22/2011 12:00:00 AM,2011 Report Week 08,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,571255,55421,22893,113225,380447,417924,549093,554042,22162,17213,571255,55421,22893,113225,380447,417924,549093,554042,22162,17213,0,0,0,0,0,0,0,0,0,0,-10697,1647,8992,-679,-7654,-17572,-6686,-9259,-4011,-1438,100,9.7,4,19.8,66.6,73.2,96.1,97,3.9,3,100,9.7,4,19.8,66.6,73.2,96.1,97,3.9,3,100,0,0,0,0,0,0,0,0,0,129,30,26,44,62,67,118,114,129,30,26,44,62,67,118,114,0,0,0,0,0,0,0,0,24.6,18,36.7,30.8,12.2,11.3,17.6,17.3,24.6,18,36.7,30.8,12.2,11.3,17.6,17.3,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110215067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",02/15/2011 12:00:00 AM,2011 Report Week 07,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,581952,53774,13901,113904,388101,435496,555779,563301,26173,18651,581952,53774,13901,113904,388101,435496,555779,563301,26173,18651,0,0,0,0,0,0,0,0,0,0,-1598,-5428,-4272,4461,1663,-3716,696,-3527,-2294,1929,100,9.2,2.4,19.6,66.7,74.8,95.5,96.8,4.5,3.2,100,9.2,2.4,19.6,66.7,74.8,95.5,96.8,4.5,3.2,100,0,0,0,0,0,0,0,0,0,130,33,23,48,65,67,121,118,130,33,23,48,65,67,121,118,0,0,0,0,0,0,0,0,23.6,19,36.3,30.4,13,10.6,18.4,17,23.6,19,36.3,30.4,13,10.6,18.4,17,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110208067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",02/08/2011 12:00:00 AM,2011 Report Week 06,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,583550,59202,18173,109443,386438,439212,555083,566828,28467,16722,583550,59202,18173,109443,386438,439212,555083,566828,28467,16722,0,0,0,0,0,0,0,0,0,0,-6427,-6913,4481,-3418,4073,-6551,-6258,-5488,-169,-939,100,10.1,3.1,18.8,66.2,75.3,95.1,97.1,4.9,2.9,100,10.1,3.1,18.8,66.2,75.3,95.1,97.1,4.9,2.9,100,0,0,0,0,0,0,0,0,0,128,33,21,46,65,65,120,114,128,33,21,46,65,65,120,114,0,0,0,0,0,0,0,0,25,19.5,36.5,31.3,15.4,11,20.4,17.4,25,19.5,36.5,31.3,15.4,11,20.4,17.4,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110201067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",02/01/2011 12:00:00 AM,2011 Report Week 05,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,589977,66115,13692,112861,382365,445763,561341,572316,28636,17661,589977,66115,13692,112861,382365,445763,561341,572316,28636,17661,0,0,0,0,0,0,0,0,0,0,27239,13871,1788,-2158,13327,27652,25040,27282,2199,-43,100,11.2,2.3,19.1,64.8,75.6,95.1,97,4.9,3,100,11.2,2.3,19.1,64.8,75.6,95.1,97,4.9,3,100,0,0,0,0,0,0,0,0,0,128,35,18,45,65,66,119,114,128,35,18,45,65,66,119,114,0,0,0,0,0,0,0,0,24.3,20.3,35.6,32.5,13.9,11,19.2,16.7,24.3,20.3,35.6,32.5,13.9,11,19.2,16.7,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
110125067411F,"CRUDE OIL, LIGHT SWEET - ICE FUTURES EUROPE",01/25/2011 12:00:00 AM,2011 Report Week 04,"CRUDE OIL, LIGHT SWEET-WTI",067411,ICEU,NYC,067,CRUDE OIL,562738,52244,11904,115019,369038,418111,536301,545034,26437,17704,562738,52244,11904,115019,369038,418111,536301,545034,26437,17704,0,0,0,0,0,0,0,0,0,0,-18614,-7674,-8804,-10036,-5029,-2358,-22739,-21198,4125,2584,100,9.3,2.1,20.4,65.6,74.3,95.3,96.9,4.7,3.1,100,9.3,2.1,20.4,65.6,74.3,95.3,96.9,4.7,3.1,100,0,0,0,0,0,0,0,0,0,123,31,18,41,63,65,112,109,123,31,18,41,63,65,112,109,0,0,0,0,0,0,0,0,23.3,20.1,34.1,31.1,14.6,10.4,20.1,17.2,23.3,20.1,34.1,31.1,14.6,10.4,20.1,17.2,0,0,0,0,0,0,0,0,"(CONTRACTS OF 1,000 BARRELS)",CRUDE OIL,PETROLEUM AND PRODUCTS,NATURAL RESOURCES,FutOnly
